web-scraper-order,web-scraper-start-url,title,address,price,livingSpace,rooms,tag1,tag2,linkRef
"1609406576-2963","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=52","null","Solmsstraße 34, Kreuzberg, Berlin","229.281 €","45,3 m²","1 Zi.1","Online-Besichtigung","Provisionsfrei*","/expose/120607241"
"1609406894-3830","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=9","NEUGroßzügige 4-Zimmer Familienwohnung in kleinem Neubau mit sonnigem Über-Eck-Balkon im Reichenberger-","Kreuzberg, Berlin","825.000 €","126,5 m²","4 Zi.4","Balkon/Terrasse","Einbauküche","/expose/125107415"
"1609406490-2707","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=65","null","Hakenfelde, Berlin","175.000 €","51,22 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/125315258"
"1609406568-2950","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=53","null","Mainzer Str. 21, Friedrichshain, Berlin","482.000 €","86 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/119979873"
"1609406462-2630","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=69","null","Wedding, Berlin","139.000 €","35,83 m²","1 Zi.1","Online-Besichtigung","Einbauküche","/expose/125349673"
"1609406637-3153","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=43","null","Westendallee 85, Westend, Berlin","316.730 €","87 m²","4 Zi.4","Provisionsfrei*","Garten","/expose/125062445"
"1609406810-3608","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=20","null","Steglitz, Berlin","385.000 €","65,81 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/124622534"
"1609406830-3649","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=18","null","Okerstraße 12, Neukölln (Ortsteil), Berlin","351.052 €","67,51 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/114544966"
"1609406490-2708","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=65","null","Niederschönhausen, Berlin","165.000 €","54,09 m²","2 Zi.2","Einbauküche","Garten","/expose/123147090"
"1609406931-3921","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=4","Embassy in Berlin-Mitte","Am Köllnischen Park 6/7, Mitte (Ortsteil), Berlin","379.000 - 1.563.500 €","48,00 - 161,00 m²","März 2021","Online-Besichtigung","null","https://www.immobilienscout24.de/neubau/jones-lang-lasalle-residential-development-gmbh/embassy/78349.html"
"1609406822-3632","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=19","null","Prenzlauer Berg, Berlin","1.350.000 €","159,8 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/119753695"
"1609406503-2743","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=63","null","Zepernicker Str. 2, Buch, Berlin","272.400 €","82,55 m²","3 Zi.3","Provisionsfrei*","Einbauküche","/expose/125205019"
"1609406907-3878","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=7","Lichtdurchflutete Loft-Maisonette mit Aufdachterrasse und Blick auf den Fernsehturm","Melchiorstr. 26, Mitte (Ortsteil), Berlin","933.000 €","122 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/124485553"
"1609406482-2689","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=66","null","Chausseestr. 56, Mitte (Ortsteil), Berlin","236.441 €","44,03 m²","1 Zi.1","Keller","null","/expose/125502995"
"1609406589-3007","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=50","null","Schönhauser Straße 18a, Steglitz, Berlin","419.850 €","80 m²","3 Zi.3","Provisionsfrei*","Garten","/expose/122412470"
"1609406625-3119","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=45","null","Wilmersdorf, Berlin","320.000 €","59 m²","2,5 Zi.2,5","Balkon/Terrasse","Einbauküche","/expose/124346890"
"1609406769-3550","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=23","null","Güntzelstraße 28, Wilmersdorf, Berlin","162.800 €","37 m²","1 Zi.1","Online-Besichtigung","Balkon/Terrasse","/expose/125345286"
"1609406325-2316","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=85","null","Fregestraße 36, Steglitz, Berlin","360.800 €","62,12 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/120777184"
"1609406830-3658","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=18","null","Eisenacher Straße 18, Schöneberg, Berlin","378.630 €","53,87 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/113967343"
"1609406791-3594","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21","null","Hundekehlestraße 33, Schmargendorf, Berlin","875.000 €","135 m²","5 Zi.5","Online-Besichtigung","Balkon/Terrasse","/expose/124823438"
"1609406338-2351","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=83","null","Havelberger Straße 10, Moabit, Berlin","337.750 €","69,78 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/122646026"
"1609406859-3739","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=14","null","Bundesallee 156, Wilmersdorf, Berlin","798.000 €","184,17 m²","5 Zi.5","Provisionsfrei*","Balkon/Terrasse","/expose/125203744"
"1609406643-3178","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=42","null","Weißensee, Berlin","209.000 €","42 m²","2 Zi.2","Balkon/Terrasse","Garten","/expose/125219898"
"1609406661-3217","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=40","null","Mitte (Ortsteil), Berlin","2.250.000 €","260 m²","4 Zi.4","Balkon/Terrasse","Garten","/expose/108014912"
"1609406680-3274","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=37","null","Prenzlauer Berg, Berlin","1.390.000 €","182 m²","5 Zi.5","Balkon/Terrasse","Einbauküche","/expose/122100609"
"1609406873-3780","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=12","IDYLLE IN WASSERNÄHE! HELLE BALKONWOHNUNG MIT AUFZUG IM GRÜNEN","Westend, Berlin","340.000 €","86,07 m²","2,5 Zi.2,5","Online-Besichtigung","Balkon/Terrasse","/expose/118390564"
"1609406837-3666","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=17","null","Stralauer Allee 14, Friedrichshain, Berlin","419.000 €","50,22 m²","2 Zi.2","Online-Besichtigung","Keller","/expose/122221731"
"1609406699-3328","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=34","null","Hakenfelde, Berlin","172.000 €","78,08 m²","3 Zi.3","null","null","/expose/125319464"
"1609406402-2530","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=74","null","Knorrpromenade 8, Friedrichshain, Berlin","399.000 €","87,97 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/125033679"
"1609406434-2595","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=71","null","Kreuzberg, Berlin","196.000 €","39,92 m²","1 Zi.1","Online-Besichtigung","Provisionsfrei*","/expose/125198625"
"1609406603-3057","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=48","null","Reuchlinstraße 2a, Moabit, Berlin","275.947 €","85,08 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/123375757"
"1609406667-3229","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=39","NEUWohnen in der Gierkezeile","Gierkezeile 17, Charlottenburg, Berlin","305.300 - 920.500 €","48,00 - 121,00 m²","Sommer 2023","null","null","https://www.immobilienscout24.de/neubau/wohnquadrat-berlin-gmbh/wohnen-in-der-gierkezeile/87512.html"
"1609406470-2643","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=68","null","Friedenau, Berlin","699.000 €","111 m²","4 Zi.4","null","null","/expose/125361429"
"1609406482-2686","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=66","null","Hauptstr. 101, Schöneberg, Berlin","1.402.468 €","392,06 m²","14 Zi.14","Keller","null","/expose/125503479"
"1609406549-2900","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=56","null","Althoffstraße 3, Steglitz, Berlin","269.000 €","54 m²","2 Zi.2","Keller","null","/expose/115964096"
"1609406680-3269","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=37","null","Hohenzollernstraße 24, Zehlendorf, Berlin","539.000 €","81,68 m²","3 Zi.3","Gäste-WC","null","/expose/120604650"
"1609406555-2910","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=55","null","Gubener Straße 37, Friedrichshain, Berlin","790.980,66 €","119,55 m²","3 Zi.3","Online-Besichtigung","Gäste-WC","/expose/116711035"
"1609406830-3656","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=18","null","Leinestraße 51, Neukölln (Ortsteil), Berlin","176.057 €","35,93 m²","1 Zi.1","Online-Besichtigung","Provisionsfrei*","/expose/114544850"
"1609406603-3041","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=48","null","Mitte (Ortsteil), Berlin","950.000 €","135 m²","5 Zi.5","Keller","null","/expose/123570187"
"1609406637-3143","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=43","null","Pascalstraße 18, Charlottenburg, Berlin","304.000 €","81,02 m²","3 Zi.3","Provisionsfrei*","Keller","/expose/125215639"
"1609406907-3880","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=7","Barrierefreie 2-Zimmer-Wohnung mit sonnigem Südwestbalkon","Rosenthaler Weg 50,54, Französisch Buchholz, Berlin","253.000 €","48,71 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/112035109"
"1609406274-2186","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=91","null","Weserstraße 36, Friedrichshain, Berlin","256.000 €","56,48 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/113708035"
"1609406589-3012","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=50","null","Französisch Buchholz, Berlin","595.000 €","151 m²","4 Zi.4","Online-Besichtigung","Balkon/Terrasse","/expose/122254014"
"1609406377-2474","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=77","null","Lichterfelde, Berlin","649.000 €","135 m²","4 Zi.4","Online-Besichtigung","Balkon/Terrasse","/expose/124158619"
"1609406371-2454","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=78","null","Fregestraße 76, Schöneberg, Berlin","676.000 €","160,75 m²","5 Zi.5","Provisionsfrei*","Balkon/Terrasse","/expose/123948075"
"1609406476-2661","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=67","null","Friedrichshain, Berlin","207.000 €","37,67 m²","1,5 Zi.1,5","Einbauküche","null","/expose/125371294"
"1609406945-3977","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2","Berlin-Mitte: Großzügige Altbauwohnung mit Ausrichtung zum begrünten Innenhof","Schwartzkopffstr. 3, Mitte (Ortsteil), Berlin","419.000 €","83,29 m²","3 Zi.3","Online-Besichtigung","Einbauküche","/expose/121868373"
"1609406338-2352","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=83","null","Altglienicke, Berlin","275.000 €","64,5 m²","3 Zi.3","Einbauküche","Garten","/expose/122606520"
"1609406900-3853","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=8","NEUROOF-TOP MAISONETTE - MODERNISIERTES FABRIKGEBÄUDE - URBANE LAGE","Moabit, Berlin","927.000 €","108,65 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/124969557"
"1609406392-2504","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=75","null","Guineastraße 36, Wedding, Berlin","186.500 €","45 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/124788495"
"1609406693-3316","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=35","null","Wintersteinstraße 9, Charlottenburg, Berlin","455.900 €","113,37 m²","4 Zi.4","Provisionsfrei*","Balkon/Terrasse","/expose/114862762"
"1609406945-3975","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2","Provisionsfrei: Lichtdurchflutete Single-Wohnung","Leinestraße 51, Neukölln (Ortsteil), Berlin","213.237 €","37,41 m²","1 Zi.1","Online-Besichtigung","Provisionsfrei*","/expose/111363541"
"1609406914-3890","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=6","NEUALLEINAUFTRAG! GANZ OBEN: HELLE WOHNUNG MIT POTENTIAL IN ZENTRALER CITYWEST-LAGE","Charlottenburg, Berlin","299.900 €","67,64 m²","2 Zi.2","Online-Besichtigung","Keller","/expose/125140545"
"1609406931-3930","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=4","NEUAm Hochmeisterplatz","Cicerostraße 8, Halensee, Berlin","874.000 - 1.159.000 €","92,00 - 116,00 m²","nach Vereinbarung","Online-Besichtigung","null","https://www.immobilienscout24.de/neubau/everestate/am-hochmeister-platz/96240.html"
"1609406456-2610","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=70","null","Friedrichshain, Berlin","176.000 €","36,61 m²","1 Zi.1","Online-Besichtigung","Einbauküche","/expose/125342930"
"1609406359-2405","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=80","null","Konstanzer Straße 54, Wilmersdorf, Berlin","320.500 €","67 m²","2 Zi.2","Provisionsfrei*","Keller","/expose/123942442"
"1609406900-3851","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=8","Kurze Wege ins Herz der Stadt: 1,5-Zimmer-Apartment mit Dachterrasse, ideal für Studenten","Tegeler Straße 8, 9, Wedding, Berlin","355.000 €","47,98 m²","1,5 Zi.1,5","Provisionsfrei*","Einbauküche","/expose/107130818"
"1609406837-3676","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=17","null","Schöneberg, Berlin","350.000 €","48 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/124725907"
"1609406699-3334","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=34","null","Grottkauer Straße 41, Kaulsdorf, Berlin","453.000 €","105 m²","4 Zi.4","Provisionsfrei*","Balkon/Terrasse","/expose/116170897"
"1609406528-2823","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=59","null","Rheingaustraße 19, Friedenau, Berlin","389.000 €","82,1 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/114099572"
"1609406643-3180","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=42","null","Helmholtzstraße 31, Charlottenburg, Berlin","318.000 €","82,65 m²","3 Zi.3","Provisionsfrei*","Balkon/Terrasse","/expose/125217475"
"1609406402-2539","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=74","null","Werner-Kube-Straße 2, Prenzlauer Berg, Berlin","249.000 €","42,14 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/124860400"
"1609406750-3498","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=26","null","Habelschwerdter Allee 26, Dahlem, Berlin","1.556.940 €","185,35 m²","5,5 Zi.5,5","Provisionsfrei*","Balkon/Terrasse","/expose/122893127"
"1609406281-2218","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=90","null","Prenzlauer Berg, Berlin","2.950.000 €","284,3 m²","5 Zi.5","Balkon/Terrasse","Einbauküche","/expose/114106856"
"1609406791-3600","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21","null","Boddinstraße 61, Neukölln (Ortsteil), Berlin","196.789 €","41,87 m²","1 Zi.1","Online-Besichtigung","null","/expose/122921981"
"1609406365-2424","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=79","null","Kaiserin-Augusta-Allee 49, Charlottenburg, Berlin","357.000 €","71,74 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/123947905"
"1609406509-2774","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=62","null","Bayernring 29, Tempelhof, Berlin","299.000 €","65,54 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/124320096"
"1609406325-2309","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=85","null","Anton-Saefkow-Straße 68, Prenzlauer Berg, Berlin","325.000 €","61,91 m²","2 Zi.2","Online-Besichtigung","null","/expose/121054526"
"1609406822-3638","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=19","null","Mariendorf, Berlin","260.000 €","68 m²","2 Zi.2","Balkon/Terrasse","Garten","/expose/124837105"
"1609406705-3351","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=33","null","Ossietzkystraße 9, Pankow (Ortsteil), Berlin","939.000 €","186,1 m²","6 Zi.6","Online-Besichtigung","Balkon/Terrasse","/expose/115754087"
"1609406738-3457","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=28","null","Sedanstraße 3, Steglitz, Berlin","328.000 €","91,9 m²","3 Zi.3","Garten","null","/expose/122279603"
"1609406244-2103","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=95","null","Mitte (Ortsteil), Berlin","409.000 €","59,87 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/124973435"
"1609406661-3201","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=40","null","Taldorfer Weg XXX, Wittenau, Berlin","60.200 €","40,73 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/124789455"
"1609406596-3026","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=49","null","Gerichtstraße 41, Wedding, Berlin","209.349 €","57,5 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/123208562"
"1609406649-3188","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=41","null","Lankwitz, Berlin","309.000 €","83 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/125394119"
"1609406667-3239","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=39","null","Gesundbrunnen, Berlin","324.000 €","75,44 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/120975614"
"1609406777-3564","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=22","null","Neukölln (Ortsteil), Berlin","326.200 €","62,68 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/122821596"
"1609406576-2969","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=52","null","Wilmersdorf, Berlin","249.000 €","63 m²","2,5 Zi.2,5","Balkon/Terrasse","Einbauküche","/expose/120574215"
"1609406252-2135","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=94","null","Seumestraße 9, Friedrichshain, Berlin","229.000 €","35 m²","1 Zi.1","Provisionsfrei*","Einbauküche","/expose/124815469"
"1609406582-2999","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=51","null","Hobrechtstraße 62, Neukölln (Ortsteil), Berlin","247.822 €","63,16 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/120610747"
"1609406210-2038","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=99","null","Mariendorf, Berlin","319.000 €","75 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/125168893"
"1609406307-2265","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=87","null","Klixstraße 3, Schöneberg, Berlin","695.000 €","150 m²","5 Zi.5","Provisionsfrei*","Balkon/Terrasse","/expose/116888912"
"1609406725-3403","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=30","Spielhagenstraße 8","Spielhagenstraße 8, Charlottenburg, Berlin","741.000 - 791.500 €","69,00 - 147,00 m²","Q3 2021","null","null","https://www.immobilienscout24.de/neubau/primus-immobilien-ag/spielhagen-strasse-8/74941.html"
"1609406931-3937","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=4","NEU100eins","Konrad-Wolf-Straße 101, Alt-Hohenschönhausen, Berlin","269.000 - 899.000 €","42,00 - 133,00 m²","nach Vereinbarung","Online-Besichtigung","null","https://www.immobilienscout24.de/neubau/everestate/100eins/96209.html"
"1609406351-2390","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=81","null","Wedding, Berlin","299.000 €","60,33 m²","3 Zi.3","Balkon/Terrasse","null","/expose/123799131"
"1609406894-3823","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=9","Neues Wohnen in Köpenick an der Dahme - provisionsfrei","Wendenschloßstraße 330/332, Köpenick, Berlin","229.950 €","47,6 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/123147345"
"1609406462-2634","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=69","null","Charlottenburg, Berlin","738.457 €","149,32 m²","5 Zi.5","Online-Besichtigung","Balkon/Terrasse","/expose/125346395"
"1609406542-2870","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=57","null","Schliemannstraße 42, Prenzlauer Berg, Berlin","999.500 €","140 m²","4 Zi.4","Balkon/Terrasse","Einbauküche","/expose/115204322"
"1609406331-2330","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=84","null","Moabit, Berlin","199.000 €","36,4 m²","1 Zi.1","Einbauküche","null","/expose/122273491"
"1609406756-3505","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=25","null","Germaniastr. 27a, Tempelhof, Berlin","289.000 €","60 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/124986893"
"1609406415-2550","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=73","null","Moabit, Berlin","217.497 €","52,78 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/125084209"
"1609406470-2659","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=68","null","Kniprodestraße 103, Prenzlauer Berg, Berlin","240.000 €","40,16 m²","1,5 Zi.1,5","Online-Besichtigung","Provisionsfrei*","/expose/125357982"
"1609406316-2294","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=86","null","Neukölln (Ortsteil), Berlin","1.255.000 €","482,52 m²","16 Zi.16","Online-Besichtigung","Balkon/Terrasse","/expose/118319438"
"1609406945-3973","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2","Provisionsfrei: Rohbau-Wohnung mit einmaligem Gestaltungsspielraum","Pfalzburger Straße 33, Wilmersdorf, Berlin","498.000 €","77,02 m²","3 Zi.3","Online-Besichtigung","Provisionsfrei*","/expose/122002463"
"1609406377-2466","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=77","null","Kreuzbergstrasse 11, Kreuzberg, Berlin","398.000 €","86,68 m²","3 Zi.3","Provisionsfrei*","Balkon/Terrasse","/expose/124307191"
"1609406866-3751","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=13","null","Schubartstr. 45, Borsigwalde, Berlin","444.499 €","105 m²","3 Zi.3","Online-Besichtigung","Garten","/expose/124913463"
"1609406596-3024","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=49","null","Bouchéstraße 24, Alt-Treptow, Berlin","291.547 €","93,51 m²","3 Zi.3","Online-Besichtigung","null","/expose/123273862"
"1609406210-2035","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=99","null","Neukölln (Ortsteil), Berlin","239.000 €","43 m²","2 Zi.2","Online-Besichtigung","Einbauküche","/expose/125175035"
"1609406274-2196","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=91","null","Sigmaringer Straße 17, Wilmersdorf, Berlin","527.200 €","81,37 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/113218000"
"1609406425-2572","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=72","null","Prenzlauer Berg, Berlin","926.950 €","112 m²","4 Zi.4","Online-Besichtigung","Einbauküche","/expose/125141146"
"1609406649-3186","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=41","null","Reinickendorf (Ortsteil), Berlin","185.000 €","32 m²","1 Zi.1","Balkon/Terrasse","Einbauküche","/expose/125472979"
"1609406267-2178","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=92","null","Charlottenburg, Berlin","219.000 €","47,75 m²","1 Zi.1","Online-Besichtigung","null","/expose/109917104"
"1609406528-2834","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=59","null","Fregestraße 9, Friedenau, Berlin","289.000 €","56,4 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/113902864"
"1609406610-3076","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=47","null","Weißensee, Berlin","209.000 €","42 m²","2 Zi.2","Balkon/Terrasse","Garten","/expose/123771021"
"1609406568-2945","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=53","null","Niederschönhausen, Berlin","400.000 €","94 m²","4 Zi.4","Balkon/Terrasse","Einbauküche","/expose/120064383"
"1609406712-3374","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=32","null","Karl Marx Allee 136, Friedrichshain, Berlin","394.000 €","66 m²","2 Zi.2","Keller","Aufzug","/expose/125291605"
