web-scraper-order,web-scraper-start-url,title,address,price,livingSpace,rooms,tag1,tag2,linkRef
"1609406371-2450","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=78","null","Friedrichsberger Straße 2, Friedrichshain, Berlin","298.000 €","63,25 m²","2 Zi.2","Provisionsfrei*","Keller","/expose/123948250"
"1609406331-2332","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=84","null","Prenzlauer Berg, Berlin","610.000 €","106 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/122241019"
"1609406476-2672","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=67","null","Lichterfelde, Berlin","549.000 €","118 m²","4 Zi.4","Balkon/Terrasse","Einbauküche","/expose/125370206"
"1609406756-3501","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=25","null","Wilmersdorf, Berlin","595.000 €","77 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/124433277"
"1609406756-3520","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=25","null","Friedrichshain, Berlin","470.000 €","101,61 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/123685485"
"1609406667-3235","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=39","null","Prenzlauer Berg, Berlin","875.000 €","104 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/125150312"
"1609406731-3424","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=29","null","Güntzelstraße 26, Wilmersdorf, Berlin","609.000 €","94,02 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/121342943"
"1609406881-3782","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=11","PERFEKTE SINGLE-WOHNUNG - BEZUGSFREI!","Ofener Straße 3a, Wedding, Berlin","185.000 €","38,75 m²","1 Zi.1","Provisionsfrei*","null","/expose/123946330"
"1609406509-2773","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=62","null","Pankow (Ortsteil), Berlin","220.000 €","63,99 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/123335687"
"1609406549-2881","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=56","null","Gubener Straße 37, Friedrichshain, Berlin","381.137,60 €","79,33 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/116368945"
"1609406830-3660","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=18","null","Darmstädter Straße 9, Wilmersdorf, Berlin","189.000 €","26,38 m²","1 Zi.1","Online-Besichtigung","Provisionsfrei*","/expose/111363570"
"1609406281-2203","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=90","null","Althoffstraße 3, Steglitz, Berlin","599.000 €","122 m²","4 Zi.4","Balkon/Terrasse","Keller","/expose/115673881"
"1609406359-2417","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=80","null","Wichertstraße 43, Prenzlauer Berg, Berlin","304.000 €","71,73 m²","2 Zi.2","Provisionsfrei*","null","/expose/123940663"
"1609406496-2721","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=64","null","Mitte (Ortsteil), Berlin","690.000 €","82 m²","3 Zi.3","Provisionsfrei*","Balkon/Terrasse","/expose/124974620"
"1609406777-3568","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=22","null","Dahlem, Berlin","549.000 €","100 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/122590829"
"1609406931-3934","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=4","safe&sound","Jahnstraße 80, Britz, Berlin","794.000 - 1.045.000 €","122,00 - 126,00 m²","ab sofort","Online-Besichtigung","null","https://www.immobilienscout24.de/neubau/everestate/safe-sound/96211.html"
"1609406281-2210","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=90","null","Rheingaustraße 19, Friedenau, Berlin","259.000 €","58,96 m²","2 Zi.2","Balkon/Terrasse","null","/expose/115167572"
"1609406907-3862","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=7","PROVISIONSFREI: Klassische, vermietete Altbauwohnung mit Balkon in ruhiger Hinterhauslage","Schützenstr. 16, Steglitz, Berlin","210.736 €","65,56 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/103934228"
"1609406568-2958","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=53","null","Corinthstraße 43, Friedrichshain, Berlin","359.000 €","96,61 m²","3 Zi.3","Provisionsfrei*","Keller","/expose/119153471"
"1609406866-3752","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=13","null","Charlottenburg, Berlin","4.800.000 €","241 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/124873354"
"1609406509-2771","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=62","null","Nansenstraße 31, Neukölln (Ortsteil), Berlin","290.000 €","66 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/125205117"
"1609406260-2154","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=93","null","Dahlem, Berlin","1.250.000 €","115 m²","3 Zi.3","Provisionsfrei*","Balkon/Terrasse","/expose/125311170"
"1609406267-2163","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=92","null","Wrangelstraße 10, Steglitz, Berlin","629.000 €","136,28 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/112449283"
"1609406712-3369","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=32","null","Lankwitz, Berlin","260.000 €","75 m²","3 Zi.3","Einbauküche","Keller","/expose/124961255"
"1609406274-2200","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=91","null","Müllerstraße 29, Lichterfelde, Berlin","226.820 €","57,52 m²","2 Zi.2","Online-Besichtigung","null","/expose/112890115"
"1609406434-2587","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=71","null","Moabit, Berlin","927.000 €","108,65 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/125213382"
"1609406900-3859","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=8","EXKLUSIV WOHNEN IM HERZEN DER HALBINSEL STRALAU","Friedrichshain, Berlin","1.200.000 €","134,05 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/124253774"
"1609406281-2214","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=90","null","Grünberger Str. 86, Friedrichshain, Berlin","185.000 €","45,72 m²","1 Zi.1","Keller","null","/expose/114796110"
"1609406769-3558","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=23","null","Karlshorst, Berlin","740.772 €","167 m²","5 Zi.5","Balkon/Terrasse","Einbauküche","/expose/125359228"
"1609406610-3080","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=47","null","Leibnizstraße 58, Charlottenburg, Berlin","649.000 €","117,92 m²","4 Zi.4","Keller","Gäste-WC","/expose/123571031"
"1609406549-2897","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=56","null","Halensee, Berlin","179.000 €","28 m²","1 Zi.1","Aufzug","null","/expose/116079691"
"1609406576-2974","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=52","null","Tauroggener Straße 7, Charlottenburg, Berlin","456.390 €","110,3 m²","4 Zi.4","Online-Besichtigung","Balkon/Terrasse","/expose/120492628"
"1609406425-2569","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=72","null","Kaiserdamm 109, Charlottenburg, Berlin","799.000 €","135,99 m²","4 Zi.4","Online-Besichtigung","Balkon/Terrasse","/expose/125193007"
"1609406791-3588","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21","null","Hermsdorf, Berlin","285.000 €","59,77 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/125031405"
"1609406476-2666","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=67","null","Wedding, Berlin","159.800 €","50 m²","1,5 Zi.1,5","Keller","null","/expose/125371255"
"1609406549-2887","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=56","null","Warschauer Straße 10, Friedrichshain, Berlin","517.765,07 €","116,26 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/116324716"
"1609406476-2664","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=67","null","Friedrichshain, Berlin","207.000 €","45,48 m²","2 Zi.2","Einbauküche","null","/expose/125371269"
"1609406535-2850","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=58","null","Fregestraße 9, Friedenau, Berlin","569.000 €","117,49 m²","4 Zi.4","Balkon/Terrasse","Keller","/expose/114635557"
"1609406199-2012","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=100","null","Zehlendorf, Berlin","275.000 €","61,8 m²","2,5 Zi.2,5","Einbauküche","null","/expose/124901045"
"1609406822-3640","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=19","be.grow - Intelligente Mikroapartments","Alt-Treptow, Berlin","155.100 - 293.100 €","20,00 - 37,00 m²","Sommer 2022","Online-Besichtigung","null","https://www.immobilienscout24.de/neubau/jones-lang-lasalle/kiefholzstrasse/88386.html"
"1609406763-3527","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=24","null","Albrechtstr. 62a, Steglitz, Berlin","385.000 €","89 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/118114451"
"1609406219-2060","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=98","null","Pettenkoferstr. 42, Friedrichshain, Berlin","155.553 €","44,02 m²","2 Zi.2","Keller","null","/expose/125336713"
"1609406699-3322","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=34","null","Charlottenburg, Berlin","247.000 €","47 m²","2 Zi.2","Balkon/Terrasse","Aufzug","/expose/125088548"
"1609406281-2212","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=90","null","Westend, Berlin","199.000 €","41,65 m²","1 Zi.1","Balkon/Terrasse","Einbauküche","/expose/114869331"
"1609406549-2885","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=56","null","Delbrückstraße 19, Grunewald, Berlin","2.669.832,84 €","292 m²","5 Zi.5","Online-Besichtigung","Balkon/Terrasse","/expose/116365109"
"1609406945-3963","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2","Super geschnittene 2-Zimmer Wohnung in Toplage von Prenzlauer Berg .","Kopenhagener Straße 24, Prenzlauer Berg, Berlin","322.280 €","57,55 m²","2 Zi.2","Online-Besichtigung","null","/expose/123478370"
"1609406900-3842","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=8","Berlin Karlshorst Leerstehende 2 Eigentumswohnungen wurden als Büroetage genutzt - UWE G.BACHMANN","Karlshorst, Berlin","690.000 €","204 m²","6 Zi.6","Balkon/Terrasse","Keller","/expose/110666636"
"1609406219-2048","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=98","null","Bossestraße 8, Friedrichshain, Berlin","249.000 €","53,59 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/125341855"
"1609406542-2876","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=57","null","Corinthstraße 28, Friedrichshain, Berlin","189.000 €","41,13 m²","2 Zi.2","Keller","Aufzug","/expose/114980232"
"1609406763-3539","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=24","null","Tiergarten, Berlin","641.661 €","67 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/124332520"
"1609406693-3309","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=35","null","Thorwaldsenstr. 22a, Steglitz, Berlin","246.800 €","51,84 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/113686828"
"1609406894-3821","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=9","NEUMitte: Köpenicker Str.: ERSTBEZUG: LUXUS 1,5-Zi-NEUBAU-Whg - 3. OG - 36m² - Balkon - EBK per Q1 2021","Mitte (Ortsteil), Berlin","253.500 €","36,15 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/125399981"
"1609406731-3422","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=29","null","Nürnberger Straße 27, Charlottenburg, Berlin","679.000 €","112 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/113651509"
"1609406462-2626","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=69","null","Friedenau, Berlin","253.746 €","65,15 m²","2 Zi.2","Online-Besichtigung","Keller","/expose/125350064"
"1609406331-2323","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=84","null","Biesdorf, Berlin","169.000 €","58 m²","2 Zi.2","Online-Besichtigung","Einbauküche","/expose/122476568"
"1609406496-2735","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=64","null","Zimmerstraße 14, Wilhelmstadt, Berlin","214.000 €","75,63 m²","3 Zi.3","Online-Besichtigung","Provisionsfrei*","/expose/125083921"
"1609406503-2745","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=63","null","Sibyllenstr. 4, Lankwitz, Berlin","249.000 €","64,2 m²","2,5 Zi.2,5","Provisionsfrei*","Balkon/Terrasse","/expose/124856942"
"1609406625-3102","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=45","null","Charlottenburg, Berlin","379.829 €","67,17 m²","2 Zi.2","null","null","/expose/124546316"
"1609406699-3326","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=34","null","Borussiastraße 76, Tempelhof, Berlin","220.000 €","86 m²","3 Zi.3","Provisionsfrei*","Balkon/Terrasse","/expose/124522741"
"1609406900-3856","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=8","SCHŒNEGARTEN - Stilvoll Wohnen in Berlin","Kurfürstenstraße 41-44, Tiergarten, Berlin","900.000 - 1.800.000 €","90,00 - 165,00 m²","Q2 2021","null","null","https://www.immobilienscout24.de/neubau/allmyhomes-gmbh/schoenegarten/88417.html"
"1609406582-2984","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=51","null","Sedanstraße 3, Steglitz, Berlin","449.000 €","99,34 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/122060490"
"1609406894-3822","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=9","Neubau-Erstbezug mit Terrasse und Privatgarten an der Dahme - provisionsfrei","Wendenschloßstraße 330/332, Köpenick, Berlin","214.950 €","38,4 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/123147313"
"1609406267-2171","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=92","null","Ossietzkystraße 9, Pankow (Ortsteil), Berlin","899.000 €","200,18 m²","6 Zi.6","Online-Besichtigung","null","/expose/110968499"
"1609406631-3123","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=44","null","Leibnizstraße 58, Charlottenburg, Berlin","1.049.000 €","185,73 m²","4 Zi.4","Keller","Gäste-WC","/expose/124880857"
"1609406562-2928","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=54","null","Hielscherstr. 1, Wilhelmsruh, Berlin","190.000 €","45,69 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/118110173"
"1609406610-3071","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=47","null","Gubener Straße 37, Friedrichshain, Berlin","749.898,59 €","96,54 m²","2 Zi.2","Online-Besichtigung","Garten","/expose/123868376"
"1609406938-3948","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=3","NEU✓ Frei werdende Wohnung mitten in Neukölln ✓ Renoviert","Neukölln (Ortsteil), Berlin","277.200 €","55 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/125491936"
"1609406482-2694","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=66","null","Pankow (Ortsteil), Berlin","518.000 €","89 m²","3 Zi.3","Balkon/Terrasse","null","/expose/125502020"
"1609406958-3988","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=1","NEUSUAREZ FINEST LIVING LIETZENSEE","Suarezstraße 56, Charlottenburg, Berlin","260.000 - 2.500.000 €","47,00 - 200,00 m²","3. Quartal 2021 im Neubau","null","null","https://www.immobilienscout24.de/neubau/ajs-real-estate-gmbh/suarez-finest-living/84794.html"
"1609406568-2954","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=53","null","Sedanstraße 3, Steglitz, Berlin","299.000 €","56,92 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/119222633"
"1609406769-3551","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=23","null","Pfalzburger Straße 56, Wilmersdorf, Berlin","203.700 €","42 m²","1 Zi.1","Online-Besichtigung","Balkon/Terrasse","/expose/125345718"
"1609406596-3028","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=49","null","Rummelsburg, Berlin","260.000 €","46 m²","2 Zi.2","Online-Besichtigung","Balkon/Terrasse","/expose/123105085"
"1609406210-2030","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=99","null","Kreuzberg, Berlin","349.000 €","58 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/125175973"
"1609406921-3903","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=5","NEUW4","Am Großen Wannsee 4, Wannsee, Berlin","2.186.270 - 4.149.960 €","160,00 - 277,00 m²","Januar 2022","null","null","https://www.immobilienscout24.de/neubau/nadine-lehmann-immobiliengesellschaft-mbh/w4/96467.html"
"1609406359-2410","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=80","null","Prenzlauer Allee 175, Prenzlauer Berg, Berlin","528.000 €","91,05 m²","3 Zi.3","Provisionsfrei*","null","/expose/123942146"
"1609406822-3636","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=19","null","Prenzlauer Berg, Berlin","989.200 €","144,19 m²","4 Zi.4","Einbauküche","Keller","/expose/124172314"
"1609406331-2338","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=84","null","Schöneberg, Berlin","2.350.000 €","300 m²","7 Zi.7","Balkon/Terrasse","null","/expose/122000260"
