web-scraper-order,web-scraper-start-url,title,address,price,livingSpace,rooms,tag1,tag2,linkRef
1609153701-344,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=83,null,"Dinnendahlstraße 23, Lichtenrade, Berlin",340.00 €,96 m²,3 Zi.3,null,null,/expose/118386979
1609154201-1802,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=10,Ohne Sperrfrist: Vermietete 3-Zimmerwohnung in bester Lage von Berlin-Mitte,"Schwartzkopffstr. 3, Mitte (Ortsteil), Berlin",419.00 €,"83,29 m²",3 Zi.3,Online-Besichtigung,Einbauküche,/expose/121862298
1609154013-1258,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=38,null,"Steglitz, Berlin",257.00 €,59 m²,2 Zi.2,Online-Besichtigung,Gäste-WC,/expose/124647057
1609153839-749,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=63,null,"Thomasiusstr. 3, Moabit, Berlin",299.00 €,"48,5 m²",2 Zi.2,Online-Besichtigung,Keller,/expose/125272295
1609153714-384,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=81,null,"Sedanstraße 3, Steglitz, Berlin",329.00 €,184 m²,6 Zi.6,null,null,/expose/122116954
1609154104-1527,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=24,null,"Friedrichshain, Berlin",382.50 €,"62,68 m²",2 Zi.2,Online-Besichtigung,Provisionsfrei*,/expose/122714567
1609154222-1878,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=7,DAS ALBRECHT,"Albrechtstraße 87, Steglitz, Berlin",213.800 - 745.300 €,"33,00 - 112,00 m²",Sommer 2022,null,null,https://www.immobilienscout24.de/neubau/project-immobilien-wohnen-ag/das-albrecht/81427.html
1609153732-458,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=78,null,"Westend, Berlin",319.74 €,"87,64 m²",4 Zi.4,null,null,/expose/123403222
1609153817-681,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=66,null,"Wedding, Berlin",225.00 €,"59,48 m²",2 Zi.2,Provisionsfrei*,null,/expose/122717181
1609154187-1761,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=12,NEU100eins,"Konrad-Wolf-Straße 101, Alt-Hohenschönhausen, Berlin",269.000 - 899.000 €,"42,00 - 133,00 m²",nach Vereinbarung,Online-Besichtigung,null,https://www.immobilienscout24.de/neubau/everestate/100eins/96209.html
1609154036-1320,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=35,null,"Marienstraße 9, Mitte (Ortsteil), Berlin",970.00 €,132 m²,4 Zi.4,Provisionsfrei*,Balkon/Terrasse,/expose/124819818
1609154074-1423,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=29,null,"Dillgestraße 2A, Lankwitz, Berlin",359.00 €,84 m²,3 Zi.3,Balkon/Terrasse,Einbauküche,/expose/124364370
1609153653-192,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=91,null,"Alt-Moabit 73a_m, Moabit, Berlin",299.00 €,59 m²,2 Zi.2,Online-Besichtigung,Einbauküche,/expose/124514077
1609153803-660,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=68,null,"Pölnitzweg 126, Buch, Berlin",180.00 €,"75,38 m²",2 Zi.2,Balkon/Terrasse,Garten,/expose/105984559
1609153732-442,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=78,null,"Holländerstr. 16, Reinickendorf (Ortsteil), Berlin",188.00 €,50 m²,2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/123565934
1609154123-1595,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21,null,"Erasmusstraße 2, Moabit, Berlin",248.50 €,"63,67 m²",3 Zi.3,Provisionsfrei*,Keller,/expose/118835555
1609154067-1412,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=30,null,"Knorrpromenade 8, Friedrichshain, Berlin",1.189.000 €,"122,65 m²",2 Zi.2,Online-Besichtigung,Keller,/expose/124824289
1609153606-52,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=98,null,"Lenaustraße 23, Neukölln (Ortsteil), Berlin",259.14 €,"63,64 m²",2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/120610460
1609153953-1076,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=47,null,"Stephanstr. 31, Steglitz, Berlin",386.46 €,"84,6 m²",3 Zi.3,Balkon/Terrasse,Keller,/expose/124524538
1609153848-768,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=62,null,"Leopoldstraße 35, Rummelsburg, Berlin",375.00 €,57 m²,2 Zi.2,Balkon/Terrasse,null,/expose/124580253
1609154216-1841,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=8,Fredericiastraße 4,"Fredericiastr. 4, Westend, Berlin",503.350 - 1.478.000 €,"66,00 - 209,00 m²",Apr-21,null,null,https://www.immobilienscout24.de/neubau/first-floor-real-estate-gmbh/fredericiastrasse-4/93674.html
1609153890-900,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=56,null,"Grunewald, Berlin",1.840.000 €,205 m²,5 Zi.5,Provisionsfrei*,Garten,/expose/125445675
1609153620-83,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=96,null,"Alt Moabit 73a, Moabit, Berlin",279.00 €,60 m²,2 Zi.2,Online-Besichtigung,null,/expose/122914251
1609153824-706,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=65,null,"Pankow (Ortsteil), Berlin",495.00 €,81 m²,3 Zi.3,Keller,Aufzug,/expose/124021050
1609153796-636,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=69,null,"Prenzlauer Berg, Berlin",325.00 €,54 m²,2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/125089115
1609154086-1475,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=27,null,"Wrangelstr. 94, Kreuzberg, Berlin",209.00 €,"33,67 m²",1 Zi.1,Online-Besichtigung,null,/expose/124419620
1609153634-136,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=94,null,"Erwin-Bock-Str. 1, Köpenick, Berlin",89.00 €,"36,5 m²","1,5 Zi.1,5",Balkon/Terrasse,Keller,/expose/123532821
1609154179-1745,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=13,BUWOG Regattahof,"Gaffelsteig 5, Grünau, Berlin",168.000 - 461.800 €,"28,00 - 98,00 m²",Frühjahr 2021,null,null,https://www.immobilienscout24.de/neubau/buwog-regattastrasse-development-gmbh/regattahof/87624.html
1609154110-1551,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=23,null,"Am Hegewinkel 3, Dahlem, Berlin",1.400.000 €,160 m²,3 Zi.3,Provisionsfrei*,Balkon/Terrasse,/expose/124447255
1609154201-1807,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=10,PROVISIONSFREI für den Käufer: Stuck-Altbau in atmosphärischer Lage - Erstbezug nach  Sanierung,"Charlottenburg, Berlin",739.00 €,"119,63 m²",4 Zi.4,Provisionsfrei*,Keller,/expose/124282020
1609154123-1589,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21,null,"Johanniterstraße 6, Kreuzberg, Berlin",289.90 €,"41,63 m²","1,5 Zi.1,5",Provisionsfrei*,Balkon/Terrasse,/expose/115440305
1609153848-761,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=62,null,"Grunewald, Berlin",549.00 €,84 m²,3 Zi.3,null,null,/expose/125037771
1609153659-220,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=90,null,"Pettenkoferstraße 2b, Friedrichshain, Berlin",469.00 €,"117,51 m²",4 Zi.4,Provisionsfrei*,Balkon/Terrasse,/expose/124531846
1609153758-524,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=74,null,"Borussiastr. 76i, Tempelhof, Berlin",217.00 €,"86,37 m²",3 Zi.3,Online-Besichtigung,Balkon/Terrasse,/expose/124907871
1609154061-1399,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=31,null,"Eisenacher Straße 18, Schöneberg, Berlin",378.63 €,"53,87 m²",2 Zi.2,Online-Besichtigung,Provisionsfrei*,/expose/113967343
1609154187-1770,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=12,Ausgebaute Dachgeschosswohnung mit Dachterrasse mit Blick zur Spree,"Friedrichshain, Berlin",1.075.000 €,"137,25 m²",4 Zi.4,Balkon/Terrasse,Keller,/expose/123561680
1609153738-467,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=77,null,"Schöneberg, Berlin",230.00 €,30 m²,1 Zi.1,Keller,null,/expose/123783388
1609154036-1303,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=35,null,"Pasteurstraße 18, Prenzlauer Berg, Berlin",416.63 €,"96,89 m²",3 Zi.3,Online-Besichtigung,null,/expose/122919525
1609154117-1574,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=22,null,"Solmsstraße 34, Kreuzberg, Berlin",450.17 €,"80,39 m²",3 Zi.3,Online-Besichtigung,Provisionsfrei*,/expose/122114259
1609154098-1514,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=25,null,"Mitte (Ortsteil), Berlin",420.00 €,61 m²,3 Zi.3,Keller,null,/expose/124800049
1609153796-638,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=69,null,"Friedrichshain, Berlin",1.375.000 €,"168,37 m²",4 Zi.4,Provisionsfrei*,Balkon/Terrasse,/expose/125248742
1609153796-621,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=69,null,"Mitte (Ortsteil), Berlin",350.00 €,50 m²,1 Zi.1,Online-Besichtigung,Balkon/Terrasse,/expose/95807374
1609154123-1587,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21,null,"Reuterstraße 37, Neukölln (Ortsteil), Berlin",159.90 €,"31,26 m²",1 Zi.1,Provisionsfrei*,Keller,/expose/118314173
1609153765-549,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=73,null,"Charlottenburg, Berlin",689.00 €,106 m²,3 Zi.3,Online-Besichtigung,Balkon/Terrasse,/expose/125089310
1609153677-275,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=87,null,"Lichtenrade, Berlin",90.00 €,"31,32 m²",1 Zi.1,Online-Besichtigung,Einbauküche,/expose/125223841
1609153590-4,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=100,null,"Koburger Straße 14, Schöneberg, Berlin",179.00 €,43 m²,1 Zi.1,Online-Besichtigung,Keller,/expose/119919274
1609154080-1452,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=28,null,"Urbanstraße 172, Kreuzberg, Berlin",330.00 €,"72,12 m²",2 Zi.2,Provisionsfrei*,Keller,/expose/123937643
1609153904-937,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=54,null,"Friedrichshain, Berlin",399.00 €,"65,11 m²",2 Zi.2,Balkon/Terrasse,null,/expose/116753361
1609153917-972,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=52,null,"Schöneberg, Berlin",927.00 €,144 m²,"3,5 Zi.3,5",Balkon/Terrasse,Einbauküche,/expose/121385809
1609154042-1328,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=34,null,"Schmargendorf, Berlin",983.00 €,"85,07 m²",3 Zi.3,Online-Besichtigung,Balkon/Terrasse,/expose/125016318
1609154194-1799,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=11,NEUAm Generalshof,"Am Generalshof 13, Köpenick, Berlin",342.000 - 1.056.000 €,"54,00 - 145,00 m²",nach Vereinbarung,Online-Besichtigung,null,https://www.immobilienscout24.de/neubau/everestate/am-generalhof/96213.html
1609153671-255,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=88,null,"Helmholtzstraße 31, Charlottenburg, Berlin",318.00 €,"82,65 m²",3 Zi.3,Provisionsfrei*,Balkon/Terrasse,/expose/125217475
1609153689-317,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=85,null,"Pfalzburger Straße 0, Wilmersdorf, Berlin",189.00 €,43 m²,1 Zi.1,Provisionsfrei*,Balkon/Terrasse,/expose/125386964
1609153824-708,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=65,null,"Rahnsdorf, Berlin",1.349.000 €,200 m²,6 Zi.6,Balkon/Terrasse,Gäste-WC,/expose/124013893
1609153773-573,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=72,null,"Müggelseedamm 174, Friedrichshagen, Berlin",452.74 €,76 m²,2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/125244102
1609153659-209,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=90,null,"Althoffstraße 18, Steglitz, Berlin",242.00 €,60 m²,2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/124696773
1609154236-1914,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=5,Jetzt Kapitalanleger werden: Mit vermieteter 2-Zimmerwohnung in Berlin-Friedrichshain,"Weichselstraße 7b, Friedrichshain, Berlin",189.90 €,"49,18 m²",2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/123276342
1609153803-651,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=68,null,"Tiergarten, Berlin",499.00 €,57 m²,2 Zi.2,null,null,/expose/114886317
1609153752-517,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=75,null,"Leonorenstraße 67, Lankwitz, Berlin",210.70 €,50 m²,2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/124367386
1609153665-225,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=89,null,"Kreuzberg, Berlin",245.00 €,44 m²,1 Zi.1,Keller,null,/expose/125065225
1609153904-938,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=54,null,"Moabit, Berlin",210.00 €,"49,88 m²","1,5 Zi.1,5",Provisionsfrei*,null,/expose/116391552
1609153671-260,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=88,null,"Marienfelde, Berlin",349.00 €,"72,55 m²",3 Zi.3,Online-Besichtigung,Garten,/expose/125151779
1609153653-185,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=91,null,"Prenzlauer Berg, Berlin",395.00 €,68 m²,2 Zi.2,Balkon/Terrasse,Einbauküche,/expose/124521622
1609153701-345,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=83,null,"Schöneberg, Berlin",2.495.000 €,0 m²,5 Zi.5,Einbauküche,Keller,/expose/117659583
1609153714-393,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=81,null,"Friedrichshagen, Berlin",795.00 €,115 m²,3 Zi.3,Provisionsfrei*,Balkon/Terrasse,/expose/121634322
1609153890-884,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=56,null,"Falkenhagener Feld, Berlin",154.90 €,65 m²,2 Zi.2,Balkon/Terrasse,null,/expose/111165145
1609153848-780,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=62,null,"Prenzlauer Berg, Berlin",450.00 €,80 m²,3 Zi.3,Balkon/Terrasse,Aufzug,/expose/122198743
1609153714-397,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=81,null,"Sedanstraße 3, Steglitz, Berlin",469.00 €,"99,12 m²",3 Zi.3,Balkon/Terrasse,Keller,/expose/121130543
1609153904-929,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=54,null,"Lenbachstr. 7, Friedrichshain, Berlin",485.00 €,"80,01 m²",3 Zi.3,Online-Besichtigung,Provisionsfrei*,/expose/117518714
1609153701-356,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=83,null,"Alt Moabit 73 A, Moabit, Berlin",273.00 €,50 m²,2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/114248670
1609153752-505,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=75,null,"Steglitz, Berlin",259.00 €,36 m²,2 Zi.2,Provisionsfrei*,Einbauküche,/expose/124550490
1609153967-1102,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=45,null,"Fehmarner Str. 22, Wedding, Berlin",1.096.000 €,"368,05 m²",1 Zi.1,null,null,/expose/125150408
1609153960-1089,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=46,null,"Charlottenburg, Berlin",725.00 €,110 m²,4 Zi.4,Balkon/Terrasse,Einbauküche,/expose/124909446
1609153683-286,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=86,NEUBaugemeinschaft KarO-GbR,"Karower Straße 20, Niederschönhausen, Berlin",264 - 760.000 €,"42,00 - 134,00 m²",Spätsommer 2023,null,null,https://www.immobilienscout24.de/neubau/ulf-maassen-area/baugemeinschaft-karo-gbr/96759.html
1609153883-878,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=57,null,"Steglitz, Berlin",849.00 €,117 m²,3 Zi.3,Balkon/Terrasse,Gäste-WC,/expose/125446314
1609154209-1835,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=9,NEUENTZÜCKENDE UND RUHIGE 1 ZIMMER WOHNUNG IM GRÄFEKIEZ | PROVISIONSFREI!,"Urbanstraße 36b, Kreuzberg, Berlin",199.00 €,"30,05 m²",1 Zi.1,Online-Besichtigung,Provisionsfrei*,/expose/125357150
1609154104-1522,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=24,null,"Zehlendorf, Berlin",650.00 €,"102,7 m²",4 Zi.4,Einbauküche,Garten,/expose/124778562
1609153809-676,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=67,null,"Pankow (Ortsteil), Berlin",495.00 €,81 m²,3 Zi.3,Keller,Gäste-WC,/expose/116993908
1609154142-1656,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=18,null,"Lindauer Straße 11, Schöneberg, Berlin",349.00 €,"66,57 m²",2 Zi.2,Einbauküche,Keller,/expose/122399317
1609153809-664,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=67,null,"Pankow (Ortsteil), Berlin",1.050.000 €,160 m²,6 Zi.6,Balkon/Terrasse,Keller,/expose/118595070
1609153628-111,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=95,null,"Bouchéstraße 24, Alt-Treptow, Berlin",291.55 €,"93,51 m²",3 Zi.3,Online-Besichtigung,null,/expose/123273862
1609154256-1964,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2,Eigentumswohnung im Altbau mit Balkon - vermietet,"Ebertystraße 54, Friedrichshain, Berlin",189.80 €,"39,85 m²",1 Zi.1,Online-Besichtigung,Provisionsfrei*,/expose/113134171
1609153875-848,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=58,null,"Corinthstr. 28, Friedrichshain, Berlin",299.00 €,"59,46 m²",2 Zi.2,Online-Besichtigung,Keller,/expose/125357225
1609154000-1201,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=40,null,"Altglienicke, Berlin",109.80 €,"35,33 m²",1 Zi.1,Balkon/Terrasse,Einbauküche,/expose/124441955
1609154098-1507,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=25,null,"Moabit, Berlin",1.155.000 €,"182,82 m²",5 Zi.5,Online-Besichtigung,Balkon/Terrasse,/expose/124935527
1609154201-1808,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=10,2-Zimmer-Altbauwohnung in Friedenau,"Schöneberg, Berlin",210.00 €,59 m²,2 Zi.2,Keller,Aufzug,/expose/124728043
1609154000-1214,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=40,null,"Prenzlauer Berg, Berlin",1.750.000 €,"181,6 m²",5 Zi.5,Online-Besichtigung,Balkon/Terrasse,/expose/124022362
1609153677-272,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=87,null,"Grunewald, Berlin",3.500.000 €,"192,84 m²",5 Zi.5,Balkon/Terrasse,Einbauküche,/expose/125224496
1609154256-1962,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2,Lukrative Investition: Eigentumswohnung im Altbau vermietet,"Ebertystraße 54, Friedrichshain, Berlin",476.60 €,"108,21 m²",3 Zi.3,Online-Besichtigung,Provisionsfrei*,/expose/110132391
1609154135-1639,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=19,null,"Hakenfelde, Berlin",172.00 €,"78,08 m²",3 Zi.3,null,null,/expose/125319464
1609153738-466,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=77,null,"Jülicher Straße 13, Gesundbrunnen, Berlin",270.00 €,"57,83 m²","2,5 Zi.2,5",Provisionsfrei*,Balkon/Terrasse,/expose/123793312
1609153695-329,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=84,null,"Corinthstr. 28, Friedrichshain, Berlin",239.00 €,"57,06 m²",2 Zi.2,Online-Besichtigung,null,/expose/113043452
1609153758-529,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=74,null,"Corinthstraße 28, Friedrichshain, Berlin",299.00 €,"57,06 m²",2 Zi.2,Keller,Aufzug,/expose/124901063
1609154209-1831,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=9,NEUModerne Eigentumswohnung mit Balkon in Berlin-Charlottenburg,"Schillerstr. 7, Charlottenburg, Berlin",399.00 €,"51,51 m²",2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/125192697
1609153773-577,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=72,null,"Charlottenburg, Berlin",599.00 €,84 m²,2 Zi.2,null,null,/expose/125095357
1609154249-1956,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=3,Top-Zentral- Berlin-Mitte - Bezugsfreies Apartment am Alex - provisionsfrei,"Holzmarktstraße 75, Mitte (Ortsteil), Berlin",199.50 €,"29,37 m²",1 Zi.1,Provisionsfrei*,Einbauküche,/expose/111314787
1609153726-425,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=79,null,"Tegel, Berlin",349.50 €,97 m²,3 Zi.3,Keller,null,/expose/123197719
1609154156-1698,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=16,null,"Schmargendorf, Berlin",2.150.000 €,178 m²,4 Zi.4,Online-Besichtigung,Keller,/expose/122420020
1609153917-964,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=52,null,"Wilmersdorf, Berlin",499.00 €,"89,2 m²",2 Zi.2,Balkon/Terrasse,null,/expose/121740412
1609153752-506,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=75,null,"Steglitz, Berlin",319.00 €,"50,74 m²",2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/124550471
1609153830-738,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=64,null,"Grunewald, Berlin",397.00 €,"68,45 m²",3 Zi.3,null,null,/expose/124745091
1609153939-1035,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=49,null,"Althoffstraße 18, Steglitz, Berlin",270.00 €,"60,34 m²",2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/123807474
1609153646-168,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=92,null,"Zobeltitzstr. 80, Reinickendorf (Ortsteil), Berlin",298.00 €,84 m²,3 Zi.3,Provisionsfrei*,Einbauküche,/expose/124288433
1609153695-323,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=84,null,"Französisch Buchholz, Berlin",332.00 €,64 m²,3 Zi.3,Balkon/Terrasse,Einbauküche,/expose/113724707
1609153598-35,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=99,null,"Sedanstraße 3, Steglitz, Berlin",309.00 €,"63,14 m²",2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/120220169
1609154249-1960,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=3,Neubau-Erstbezug mit Terrasse und Privatgarten an der Dahme - provisionsfrei,"Wendenschloßstraße 330/332, Köpenick, Berlin",214.95 €,"38,4 m²",2 Zi.2,Provisionsfrei*,Balkon/Terrasse,/expose/123147313
1609153665-223,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=89,null,"Rheingaustraße 19, Friedenau, Berlin",310.00 €,60 m²,3 Zi.3,Provisionsfrei*,Balkon/Terrasse,/expose/125067905
1609153677-276,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=87,null,"Gesundbrunnen, Berlin",350.00 €,54 m²,2 Zi.2,Balkon/Terrasse,Aufzug,/expose/125223346
1609153946-1058,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=48,null,"Friedrichshain, Berlin",1.149.000 €,151 m²,4 Zi.4,Balkon/Terrasse,Keller,/expose/124072259
1609153707-364,https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=82,null,"Prenzlauer Berg, Berlin",1.700.000 €,"125,3 m²",2 Zi.2,Online-Besichtigung,Balkon/Terrasse,/expose/120602969
